"combined_sku","department_id"
"BFRAME-E-SOHO-Q-CHAR-AB","DEP20170811134628184"
"MP-TC-KS-VAR3","DEP20180822000000110"
"LIGHT-B-G45-PARENT","DEP20170811134628184"
"FIT-F-SEGA-GYM-ST-PL-70KG-VAR","DEP20180822000000110"
"HUNT-SHOES-WH-100220-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100235-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100261-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100262-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100319-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100027-PARENT","DEP20170811134628184"
"SHEET-MICRO-S-PARENT","DEP20170811135000104"
"TB-16DR-BL-VARN","DEP20170811134628184"
"SPRAYER-100L-BOOM-3M-CART-VAR","DEP20170811134628184"
"ATM-3-05-01M-MG-VAR1","DEP20170811134628184"
"PILLOW-LT-CONTOUR-X2-VARN","DEP20170811134628184"
"LIGHT-B-A19-PARENT","DEP20170811134628184"
"BA-I-3023-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-10187-PARENT","DEP20170811134628184"
"HUNT-SHOES-WH-100263-PARENT","DEP20170811134628184"
"BABY-GC-TF04T-PARENT","DEP20170811135000104"
"QUILT-DFD-95-PARENT","DEP20170811135000104"
"VAC-CL-BH-150-BK-VAR","DEP20170811134628184"
"VAC-CL-BH-120-RD-BK-VAR","DEP20170811134628184"
"WLD-INV-MIG-PARENT","DEP20170811134628184"
"WLD-INV-MIG-LUX-25-VAR","DEP20170811134628184"
"LIGHT-B-G80-PARENT","DEP20170811134628184"
"SPRAYER-100L-BOOM-1.5M-CART-VAR","DEP20170811134628184"
"ATM-3-1-02M-BL-VAR1","DEP20170811134628184"
"TWIN-CABLE-4MM-30-VAR1","DEP20170811134628184"
"TWIN-CABLE-4MM-100-VAR1","DEP20170811134628184"
"TWIN-CABLE-6MM-10-VAR1","DEP20170811134628184"
"LIGHT-ST64-PARENT","DEP20170811134628184"
"3DF-PLA-1KG-WH-VAR","DEP20170811134628184"
"PC-9X5-BL-ROLLER","DEP20180822000000110"
"3DF-PLA-1KG-GY-VAR","DEP20170811134628184"
"LA-DESK-GEN-L2-PARENT","DEP20170811135000104"
"LA-DESK-LEO-L1-PARENT","DEP20170811135000104"
"3DF-PLA-1KG-RD-VAR","DEP20170811134628184"
"MATTRESS-TOP-8GEL-PARENT","DEP20170811135000104"
"3DF-PLA-1KG-PP-VAR","DEP20170811134628184"
"3DF-ABS-1KG-BK-VAR","DEP20170811134628184"
"TOPPER-EC-PARENT","DEP20170811135000104"
"MATTRESS-TOP-DUAL-8-Q-VAR","DEP20170811134628184"
"RH-PARENT","DEP20170811135000104"
"MATTRESS-TOPPER-D5-55D-VAR","DEP20180822000000110"
"MATTRESS-TOPPER-D5-55D-VAR1","DEP20180822000000110"
"WLD-INV-MIG-CLA-30-VAR","DEP20170811134628184"
"ATM-3-05-01M-PK-VAR1","DEP20170811134628184"
"FURNI-TV-175-BK-AB-VAR1","DEP20170811134628184"
"BFRAME-F-TIYO-GAS-PARENT","DEP20170811134628184"
"PIC-BAS-PARENT","DEP20170811134628184"
"CURTAIN-01H-D230X140-DG-VAR1","DEP20170811134628184"
"MOC-2P-PARENT","DEP20170811134628184"
"BFRAME-E-POLA-K-BEIGE-AB-VAR","DEP20170811134628184"
"HASD-B-Z-M-BK-VAR","DEP20170811134628184"
"3DF-PLA-1KG-BU-VAR","DEP20170811134628184"
"POT-BIN-PARENT","DEP20170811135000104"
"QUILT-DFD-350-PARENT","DEP20170811135000104"
"3DF-ABS-1KG-WH-VAR","DEP20170811134628184"
"MATTRESS-TOPPER-D-VAR","DEP20180822000000110"
"BABY-PP-WHITE-PARENT","DEP20170811135000104"
"QUILT-DFD-GOOSE-95-PARENT","DEP20170811135000104"
"FS-MACHINE-SS-PARENT","DEP20170811135000104"
"QUILT-DFD-GOOSE-MF-MERINO-PARENT","DEP20170811135000104"
"MATTRESS-TOP-K-8-60D-VAR1","DEP20180822000000110"
"PAC-PARENT","DEP20170811135000104"
"TOPPER-BAM-PARENT","DEP20170811135000104"
"EB-THROW-RUG-PARENT","DEP20170811135000104"
"MUM-PIL-US-PARENT","DEP20170811135000104"
"TWIN-CABLE-ALL-2P5-100-VAR","DEP20170811134628184"
"WLD-INV-MIG-ECO-16-VAR","DEP20170811134628184"
"ATM-3-1-01M-BL-VAR1","DEP20170811134628184"
"ATM-3-1-01M-MG-VAR1","DEP20170811134628184"
"MATTRESS-TOPPER-Q5-55D-VAR","DEP20180822000000110"
"MATTRESS-TOPPER-S8-60D-VAR1","DEP20180822000000110"
"PC-9X5-BL-ROLLER-BU-VAR","DEP20180822000000110"
"QUILT-WOOL-PARENT","DEP20170811135000104"
"MATTRESS-TOP-5Z-5-D-VAR","DEP20180822000000110"
"MATTRESS-TOP-5Z-5-Q-VAR","DEP20180822000000110"
"MATTRESS-TOP-5Z-5-K-VAR","DEP20180822000000110"
"WLD-INV-MIG-LUX-22-VAR","DEP20170811134628184"
"EB-C-ELLI-01-6IN-BK-VAR","DEP20170811134628184"
"EB-C-XB-01-BK-VAR","DEP20170811134628184"
"FURNI-G-BSIDE-P16-WHX2-VAR","DEP20170811134628184"
"CURTAIN-240-BR-VAR","DEP20180822000000110"
"FURNI-TV-118-WH-AB-VAR1","DEP20170811134628184"
"BFRAME-E-POLA-KS-BEIGE-AB-VAR","DEP20170811134628184"
"MUM-PIL-BR-PARENT","DEP20170811135000104"
"CT-IN-PARENT","DEP20170811135000104"
"QUILT-MF-DFD-PARENT","DEP20170811135000104"
"WED-TABLE-RE-BK-259X2","DEP20180822000000110"
"SBED-L207-LI-GY-AB","DEP20170811134628184"
"EB-F-RB-01-BK-VAR","DEP20170811134628184"
"MOC-9MJ-2P-BK-VAR","DEP20170811134628184"
"SFC-FIK-WIRE-8KM","DEP20180822000000110"
"FS-8-B-L-100-VAR","DEP20180822000000110"
"TW-D-10-PARENT","DEP20170811134628184"
"BFRAME-E-POLA-Q-BEIGE-AB-VAR","DEP20170811134628184"
"BFRAME-E-POLA-K-CHAR-AB-VAR","DEP20170811134628184"
"BFRAME-E-POLA-KS-GY-AB-VAR","DEP20170811134628184"
"WBED-D-004Q-153-AB-VAR1","DEP20170811134628184"
"PC-9X5-BL-ROLLER-VAR","DEP20180822000000110"
"PC-95X50-M-BL-ROLLER-BU-VAR1","DEP20170811134628184"
"PET-BED-COOL-L-VAR","DEP20180822000000110"
"FS-8-B-L-300-VAR","DEP20180822000000110"
"WED-TABLE-RE-BK-259P6X2","DEP20180822000000110"
"FS-8-B-M-300-VAR1","DEP20170811134628184"
"BMT-3-1315-165-GR-VAR1","DEP20180822000000110"
"CURTAIN-240-ECRU-260X2-VAR","DEP20180822000000110"
"SB-SENSOR-PARENT","DEP20170811135000104"
"FS-MACHINE-NEW-PARENT","DEP20170811135000104"
"MATTRESS-TOPPER-8-PARENT1","DEP20170811135000104"
"ATM-6-1-02M-BL-VAR1","DEP20170811134628184"
"ATM-5-1-02M-BL-VAR1","DEP20170811134628184"
"DS-LK-125-1016-NIX2-VAR","DEP20170811134628184"
"SBED-E-LIN108-LI-GY-AB","DEP20170811134628184"
"HASD-DF-DB-WH-C-140-VAR1","DEP20180822000000110"
"DS-LK-227-711-NIX2-VAR","DEP20170811134628184"
"BA-TW-8011-BZX4","DEP20180822000000110"
"PET-GT-KE-DH1690-VAR","DEP20170811134628184"
"AR-GRASS-30-1100M-4C-VAR2","DEP20180822000000110"
"BFRAME-E-TOKI-PARENT","DEP20170811134628184"
"TW-SOLO-PARENT","DEP20170811135000104"
"ATM-7-1-02M-BL-VAR1","DEP20170811134628184"
"PILLOW-LT-EC-X2-VAR","DEP20170811134628184"
"PILLOW-LT-SHED-X2-VAR","DEP20180822000000110"
"PILLOW-LT-SHED-X2-VARN","DEP20170811134628184"
"BFRAME-E-POLA-KS-CHAR-AB-VAR","DEP20170811134628184"
"CURTAIN-STAR-D213X140-GY-VAR","DEP20170811134628184"
"BA-K-TB304-PARENT","DEP20170811134628184"
"WF-PARENT","DEP20170811134628184"
"WED-TABLE-RE-BK-320P6-VAR1","DEP20170811134628184"
"WED-TABLE-RE-BK-320P6-VAR","DEP20170811134628184"
"WED-TABLE-RE-BK-244X6-VAR","DEP20180822000000110"
"WED-TABLE-RE-BK259P6-VAR","DEP20180822000000110"
"GWH-LPG-8L-WN-COMBO-PARENT","DEP20170811135000104"
"ATM-8-1-02M-PK-NEW-VAR1","DEP20170811134628184"
"ATM-6-1-02M-MG-NEW-VAR1","DEP20170811134628184"
"BFRAME-F-ROCA-GAS-PARENT","DEP20170811134628184"
"SBED-E-LIN108-GY-AB","DEP20170811134628184"
"PIC-BAS-4P-CH-BRGR-VAR","DEP20170811134628184"
"WED-TABLE-RE-BK-244P6X2","DEP20180822000000110"
"WED-TABLE-RE-WH-259P6X2-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320X6-VAR","DEP20180822000000110"
"WED-TABLE-RE-WH-244X4-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH-244X6-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH259P6-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH-259-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-244X2-VAR1","DEP20180822000000110"
"TWIN-CABLE-2P5-30-VAR1","DEP20170811134628184"
"TWIN-CABLE-2P5-100-VAR1","DEP20170811134628184"
"TWIN-CABLE-PARENT","DEP20170811134628184"
"BDW-8-02G-BK-VAR","DEP20170811134628184"
"PCAW-4S-40CC-TM","DEP20170811134628184"
"PCAW-4S-40CC-GSAW","DEP20170811134628184"
"TW-WALL-PARENT","DEP20170811135000104"
"MATTRESS-FIRM-Q-VAR","DEP20180822000000110"
"AWN-CAR-25X30-GREY-ETN-VAR","DEP20180822000000110"
"MATTRESS-21-S-VARN","DEP20180822000000110"
"AQ-UVF-HW2000L-VAR","DEP20170811134628184"
"GWH-B-26L-LPG-WH-VAR","DEP20170811134628184"
"GWH-B-26L-NG-WH-VAR","DEP20170811134628184"
"SB-50L-R12-BK-VAR","DEP20170811134628184"
"SB-45L-S23-BK-VAR","DEP20170811134628184"
"TWIN-CABLE-6MM-30-VAR1","DEP20170811134628184"
"TWIN-CABLE-6MM-60-VAR1","DEP20170811134628184"
"TWIN-CABLE-6MM-100-VAR1","DEP20170811134628184"
"TWIN-CABLE-6BS-10-VAR1","DEP20170811134628184"
"TWIN-CABLE-8BS-10-VAR1","DEP20170811134628184"
"GA-SDOOR-DAMPER-VAR1","DEP20170811134628184"
"BDW-8-02G-BK-VAR1","DEP20170811134628184"
"TB-JS5003C-DOOR-BK-VARN","DEP20170811134628184"
"BFRAME-E-POLA-PARENT","DEP20170811134628184"
"TW-D-R10-BK-VAR1","DEP20170811134628184"
"BFRAME-E-POLA-D-GY-AB-VAR","DEP20170811134628184"
"UPHO-C-DIN-1003-CHX6-VAR","DEP20170811134628184"
"WBED-D-SIDE204-WH-VAR","DEP20170811134628184"
"AWN-CAR-30X20-ETN-CH-VAR","DEP20170811134628184"
"UPHO-C-DIN-1003-BGX6-VAR","DEP20170811134628184"
"PET-CAT-FL08-GR-VAR","DEP20170811134628184"
"QUILT-GOOSE-800-Q-VAR","DEP20170811134628184"
"KA-TRO-100-VAR","DEP20180822000000110"
"TW-D-10-WH-VAR1","DEP20170811134628184"
"CURTAIN-HOOK-D213X240-SD-VAR","DEP20170811134628184"
"SFC-FIK-WIRE-15KM","DEP20180822000000110"
"SFC-SO30-8KM-NS-N","DEP20170811134628184"
"SFC-FIK-TAPE-8KM-N","DEP20170811134628184"
"SFC-FIK-ROPE-3KM","DEP20180822000000110"
"SFC-FIK-ROPE-15KM","DEP20180822000000110"
"BFRAME-DOUBLE-BK","DEP20180822000000110"
"SFC-FIK-WIRE-8KM-N","DEP20170811134628184"
"BDW3-01-WH-VAR","DEP20170811134628184"
"BDW-6-02I-BK-VAR","DEP20170811134628184"
"WED-TABLE-RE-BK-259-VAR1","DEP20180822000000110"
"BW-PUMP-CA-PARENT","DEP20170811134628184"
"WED-TABLE-RE-BK-259X2-VAR1","DEP20180822000000110"
"TB-7DR-RL-BK-VARN","DEP20170811134628184"
"AWN-CAR-30X30-CH-VAR","DEP20170811134628184"
"AWN-CAR-25X30-CH-ETN-VAR","DEP20170811134628184"
"AWN-CAR-25X30-NAVY-ETN-VAR","DEP20180822000000110"
"AWN-CAR-30X30-GREY-ETN","DEP20180822000000110"
"TB-7DR-RL-BL-VARN","DEP20170811134628184"
"TB-7D-BKGY-VARN","DEP20170811134628184"
"TB-7D-BL-VARN","DEP20170811134628184"
"TB-7D-BK-VARN","DEP20170811134628184"
"TB-9DR-CHEST-BK-VARN","DEP20170811134628184"
"AWN-CAR-25X30-CH-VAR","DEP20170811134628184"
"DL-6SET-1070-CCTC-FLWH-06-VAR","DEP20170811134628184"
"WED-TABLE-RE-BK-259P6-VAR1","DEP20180822000000110"
"AWN-CAR-30X30-GREY-ETN-VAR","DEP20180822000000110"
"WED-TABLE-RE-BK-259P6X2-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320P6X2","DEP20180822000000110"
"WED-TABLE-RE-BK-244X2","DEP20180822000000110"
"TWIN-CABLE-3MM-30-VAR1","DEP20170811134628184"
"TWIN-CABLE-3MM-100-VAR1","DEP20170811134628184"
"PCAW-65CC-BH-GSAW","DEP20170811134628184"
"AWN-CAR-25X30-BEIGE-ETN","DEP20180822000000110"
"PET-GT-3XL-BC1217-AB-VAR","DEP20170811134628184"
"AF-FP-30-CHX8","DEP20180822000000110"
"BIKE-KID-PARENT","DEP20170811134628184"
"TB-JS5003C-DOOR-RD-VARN","DEP20170811134628184"
"WED-TABLE-RE-WH-259P6-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-259X4-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-244P6-VAR1","DEP20180822000000110"
"WED-TABLE-RE-BK-259-VAR","DEP20180822000000110"
"TB-5DR-ROLL-BK-VARN","DEP20170811134628184"
"BFRAME-GAS-PARENT","DEP20170811134628184"
"BFRAME-E-POLA-Q-GY-AB-VAR","DEP20170811134628184"
"WBED-D-SIDE204-WHX2-VAR","DEP20170811134628184"
"DRESS-TAB-BS-1DX2-VAR","DEP20170811134628184"
"TABLE-8084-WHX2-VAR","DEP20170811134628184"
"BA-K-1191-BKX4","DEP20170811134628184"
"FA-CHAIR-DIN116-BKX4-VAR","DEP20170811134628184"
"FA-CHAIR-DIN470S-BGX4-VAR","DEP20170811134628184"
"STAND-SPEAKER-PARENT","DEP20170811134628184"
"FA-CHAIR-DIN470S-BGX6-VAR","DEP20170811134628184"
"EB-C-ELLI-01-6IN-BK-VAR1","DEP20170811134628184"
"WED-TABLE-RO-WH-305-VARN","DEP20180822000000110"
"MT-ALUM-GA301-VI-75-VAR","DEP20170811134628184"
"BA-K-307G-PARENT","DEP20170811134628184"
"DINING-B-C02-BK-VAR","DEP20170811134628184"
"AFB-CEILING-40-VAR2","DEP20170811134628184"
"FR-EVA-GRI-62-BL-VAR","DEP20180822000000110"
"WED-TABLE-RE-BK-244P6X2-VAR1","DEP20180822000000110"
"TB-5DR-ROLL-BLUE-VARN","DEP20170811134628184"
"WED-TABLE-RE-WH244P6-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH-244-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH-259X6-VARN","DEP20180822000000110"
"WED-TABLE-RO-BK-229-VARN","DEP20180822000000110"
"WED-TABLE-RO-BK-229X2-VARN","DEP20180822000000110"
"WED-TABLE-RO-BK-229X3-VARN","DEP20180822000000110"
"WED-TABLE-RO-WH-305X2-VARN","DEP20180822000000110"
"WED-TABLE-RO-WH-305X3-VARN","DEP20180822000000110"
"WED-TABLE-RO-WH-305X5-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK244P6-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-244-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-244X4-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-244X6-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK259P6-VARN","DEP20180822000000110"
"WED-TABLE-RE-BK-259-VARN","DEP20180822000000110"
"WBED-D-DRAW03-WHX2-VAR1","DEP20170811134628184"
"TM-NRS-70-BK-VAR","DEP20170811134628184"
"DL-ALL-1290-CCTC-REWH-80-REAL-VAR","DEP20170811134628184"
"AF-EGG-40-GLUE-VAR1","DEP20170811134628184"
"HASD-DF-DB-BK-140-VAR","DEP20180822000000110"
"CURTAIN-HOOK-D230X180-SD-VAR","DEP20170811134628184"
"WED-TABLE-RE-BK-259X4-VARN","DEP20180822000000110"
"WED-TABLE-RE-WH-259-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-259X2-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320X2-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320P6-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH-320P6X2-VAR1","DEP20180822000000110"
"WED-TABLE-RE-BK-244-VAR1","DEP20180822000000110"
"WED-TABLE-RE-WH259P6-VAR","DEP20180822000000110"
"WED-TABLE-RE-WH-259X4-VAR","DEP20180822000000110"
"WED-TABLE-RE-WH-259X6-VAR","DEP20180822000000110"
"WED-TABLE-RO-BK-229-VAR","DEP20180822000000110"
"WED-TABLE-RO-BK-229X2-VAR","DEP20180822000000110"
"WED-TABLE-RE-WH-244-X3","DEP20180822000000110"
"ODF-SDLUX-3OTM-GE-VAR","DEP20170811134628184"
"HASD-DF-DB-WH-C-140-VARS","DEP20180822000000110"
"BA-K-328G-BKX4","DEP20170811134628184"
"PET-GT-RH1500D-220-VAR","DEP20170811134628184"
"FF-BALI-N-BK-ABC","DEP20170811134628184"
"BA-K-328G-WHX2-VAR","DEP20170811134628184"
"KA-HOIST-SET-00-VAR","DEP20170811134628184"
"SBED-S280-LEA-ABC-VARN","DEP20170811134628184"
"FURNI-TV-120-BK-AB-VAR1","DEP20170811134628184"
"CURTAIN-HOOK-D230X180-BK-VAR","DEP20170811134628184"
"PCAW-65CC-OG-GSAW","DEP20170811134628184"
"ATM-3-1-01M-PK-AP1-VAR","DEP20180822000000110"
"BDW-6-02I-BK-VAR1","DEP20170811134628184"
"CURTAIN-HOOK-D230X300-BK-VAR","DEP20170811134628184"
"HASD-DF-DB-BK-140-VAR3","DEP20180822000000110"
"FBA-MATTRESS-TOPPER-Q","DEP20180822000000110"
"FBA-MATTRESS-TOPPER-Q5-55D","DEP20180822000000110"
"FBA-MATTRESS-TOP-Q-8GEL","DEP20180822000000110"
"FBA-MATTRESS-TOP-Q-8-60D","DEP20180822000000110"
"MATTRESS-MEM-Q-PX2-VAR","DEP20180822000000110"
"FURNI-GLOSS-160TV-WH-AB-VAR1","DEP20170811134628184"
"MATTRESS-MEM-Q-PX2","DEP20180822000000110"
"MATTRESS-TOPPER-KS-VAR1","DEP20180822000000110"
"FURNI-F-TONI-TV180-AB-VAR1","DEP20170811134628184"
"SAF-ALL-PARENT","DEP20170811134628184"
"BA-TW-T328G-WHX4-VAR","DEP20180822000000110"
"DL-10W-1090-CCTC-REWH-10-VAR","DEP20170811134628184"
"DL-10W-1090-CCTC-REWH-80-VAR","DEP20170811134628184"
"DL-ALL-1290-CCTC-REWH-20-REAL-VAR","DEP20170811134628184"
"FOAM-MFM-TRIO-DOU-GY-VAR","DEP20170811134628184"
"FR-EVA-STI-DM-36-BU-VAR1","DEP20180822000000110"
"FR-EVA-C-HEX-90-BU-VAR2","DEP20180822000000110"
"SFC-FIK-TAPE-15KM","DEP20180822000000110"
"SFC-FIK-TAPE-5KM","DEP20180822000000110"
"SFC-SO10-3KM-SBS-NS","DEP20180822000000110"
"SFC-FIK-WIRE-3KM","DEP20180822000000110"
"SFC-SO15-5KM-SBS-NS","DEP20180822000000110"
"SFC-FIK-TAPE-3KM","DEP20180822000000110"
"SFC-FIK-ROPE-5KM","DEP20180822000000110"
"SFC-FIK-WIRE-5KM","DEP20180822000000110"
"SFC-SO10-3KM-NS","DEP20180822000000110"
"SFC-SO10-3KM-SBS","DEP20180822000000110"
"SFC-SO15-5KM-NS","DEP20180822000000110"
"WED-TABLE-RO-WH-229X5-VAR","DEP20180822000000110"
"PFN-D-SPARK-60-VAR","DEP20180822000000110"
"FF-MONACO-N-BK-ABCD","DEP20170811134628184"
"DINING-B-T105-BK-AB-VAR","DEP20170811134628184"
"FF-BONDI-N-VI-ABCDE","DEP20170811134628184"
"FOAM-MFM-CU01-DOU-VEL-GY-VAR","DEP20170811134628184"
"CURTAIN-140-ECRU-VAR1","DEP20180822000000110"
"DINING-B-C02-WH-VAR","DEP20170811134628184"
"DINING-B-T120-BK-ABC-VAR","DEP20170811134628184"
"HASD-DF-DB-BK-140-VARS","DEP20180822000000110"
"FURNI-N-TV03-WH-AB","DEP20170811134628184"
"DL-ALL-1090-CCTC-REWH-40-REAL-VAR","DEP20170811134628184"
"FURNI-C-GBTV-120-WD-VAR1","DEP20170811134628184"
"MT-ALUM-2FOLD-BK-55-VAR","DEP20170811134628184"
"FF-BONDI-N-BK-ABCDE","DEP20170811134628184"
"AR-GRASS-30-155M-4C-VAR2","DEP20180822000000110"
"AR-GRASS-30-195M-4C-VAR2","DEP20180822000000110"
"FURNI-G-SCAN-TV-NT-AB-VAR1","DEP20170811134628184"
"FURNI-G-CHIC-TV-WH-WD-VAR1","DEP20170811134628184"
"PET-GT-3XL-BC1217-AB-VAR1","DEP20170811134628184"
"BED-GAS-NINO-D-BK-ABC","DEP20170811134628184"
"BED-GAS-NINO-D-GY-ABC","DEP20170811134628184"
"BED-DRAW-MILA-Q-GY-ABC","DEP20170811134628184"
"FURNI-G-IND-TV01-WD-AB-VAR1","DEP20170811134628184"
"BED-DRAW-AVIO-Q-GY-ABC","DEP20170811134628184"
"MATTRESS-23-WB-01-D-VAR","DEP20180822000000110"
"MATTRESS-23-WB-01-Q-VAR","DEP20180822000000110"
"BED-GAS-ROCA-Q-CA-ABC","DEP20170811134628184"
"CURTAIN-180-BR-VAR1","DEP20180822000000110"
"LIGHT-B-S14-70-WW","DEP20170811134628184"
"BED-BASE-TOKI-D-CA-AB","DEP20170811134628184"
"PCAW-SIF-OG-TM","DEP20170811134628184"
"DL-10W-1090-CCTC-REWH-40-VAR","DEP20170811134628184"
"FURNI-C-JAS-TV160-WD-AB-VAR1","DEP20170811134628184"
"FR-EVA-GRI-33-OR-VAR","DEP20180822000000110"
"FURNI-C-GBTV-120-WHITE-VAR1","DEP20170811134628184"
"AFB-CEILING-20-VAR6","DEP20170811134628184"
"AWN-CAR-20X30-GREY-ETN","DEP20180822000000110"
"AWN-CAR-30X20-ETN-VAR","DEP20180822000000110"
"AFB-CEILING-40-VAR6","DEP20170811134628184"
"DESK-140-WH-AB","DEP20180822000000110"
"MUM-PIL-B-BL-VAR","DEP20170811134628184"
"AWN-CAR-30X30-CH-ETN","DEP20170811134628184"
"BA-TW-H66-REDX4-VAR-2","DEP20180822000000110"
"BA-TW-1058-BKX2","DEP20180822000000110"
"BA-TW-1060A-BK-X4","DEP20180822000000110"
"BA-TW-1060A-WH-X4","DEP20180822000000110"
"BA-TW-1099-WHITE-X4","DEP20180822000000110"
"BA-TW-4002-BWX4","DEP20180822000000110"
"BA-TW-INDSTOOL-023X2","DEP20180822000000110"
"BA-TW-T1001-BKX4","DEP20180822000000110"
"BA-TW-T1001-WHX4","DEP20180822000000110"
"BA-TW-T1568-BEIGEX4","DEP20180822000000110"
"LIGHT-B-S14-80-WW","DEP20170811134628184"
"LIGHT-B-S14-90-WW","DEP20170811134628184"
"DINING-B-T105-WH-AB-VAR","DEP20170811134628184"
"CCTV-WF-CLA-8C-4S-4T-VAR","DEP20170811134628184"
"DL-ALL-1090-CCTC-REWH-10-REAL-VAR","DEP20170811134628184"
"COVER-CV-DCS-L-VAR","DEP20180822000000110"
"CCTV-WF-CLA-8C-4S-T-VAR","DEP20170811134628184"
"CCTV-WF-CLA-S-PARENT","DEP20170811134628184"
"BA-TW-5046B-WHX4","DEP20180822000000110"
"BA-TW-T1569-TAX2-VAR","DEP20180822000000110"
"BA-TW-T305-BLACK-X2-VAR","DEP20180822000000110"
"BA-TW-T305-BLACK-X4-VAR","DEP20180822000000110"
"BA-TW-T305-WHITE-X2-VAR","DEP20180822000000110"
"BA-TW-T307G_BEIGEX2-VAR","DEP20180822000000110"
"BA-TW-T307G_BEIGEX4-VAR","DEP20180822000000110"
"BA-TW-T307G_WHITEX4-VAR","DEP20180822000000110"
"BA-TW-T307G_BURGUNDYX2-VAR","DEP20180822000000110"
"BA-TW-T307G_BURGUNDYX4-VAR","DEP20180822000000110"
"BA-TW-T307G_CHOCX2-VAR","DEP20180822000000110"
"BA-TW-T307G_CHOCX4-VAR","DEP20180822000000110"
"CCTV-WF-CLA-8C-4S-VAR","DEP20170811134628184"
"CCTV-WF-CLA-8C-6S-2T-VAR","DEP20170811134628184"
"AWN-ARM-40X25-PEGR-VAR1","DEP20170811134628184"
"LIGHT-B-S14-100-WW","DEP20170811134628184"
"COVER-CV-DCS-M-VAR","DEP20180822000000110"
"DINING-B-PARENT","DEP20170811134628184"
"AR-GRASS-30-130M-4C-VAR2","DEP20180822000000110"
"DL-ALL-1290-CCTC-REWH-40-REAL-VAR","DEP20170811134628184"
"DL-ALL-1290-CCTC-REWH-10-REAL-VAR","DEP20170811134628184"
"DL-ALL-1090-CCTC-REWH-80-REAL-VAR","DEP20170811134628184"
"AF-EGG-20-GLUE-VAR1","DEP20170811134628184"
"AF-EGG-60-GLUE-VAR1","DEP20170811134628184"
"DL-ALL-1090-CCTC-REWH-20-REAL-VAR","DEP20170811134628184"
"BA-TW-5046B-SILVERX4","DEP20180822000000110"
"BA-TW-5046-GLOSS-X4","DEP20180822000000110"
"BA-TW-4002-BWX2-VAR","DEP20180822000000110"
"BA-TW-4045-BKX2-VAR","DEP20180822000000110"
"BA-TW-4045-BKX4-VAR","DEP20180822000000110"
"BA-TW-4045-WHX2-VAR","DEP20180822000000110"
"BA-TW-T1185-BKX2-VAR","DEP20180822000000110"
"BA-TW-T1185-BKX4-VAR","DEP20180822000000110"
"AWN-ARM-30X25-BEIGE-VAR1","DEP20170811134628184"
"BA-TW-T1001-WHX4-VAR","DEP20180822000000110"
"BA-TW-T1001-WHX2-VAR","DEP20180822000000110"
"CURTAIN-180-BRX2-VARN","DEP20180822000000110"
"LIGHT-B-S14-60-WW","DEP20170811134628184"
"AFB-CEILING-60-VAR2","DEP20170811134628184"
"COVER-CV-DCS-S-VAR","DEP20180822000000110"
"AR-GRASS-30-165M-4C-VAR2","DEP20180822000000110"
"AFB-CEILING-PARENT","DEP20170811134628184"
"AF-ES-50-BL-COM-60-VAR1","DEP20170811134628184"
"AF-CEILING-20-GLUE-VAR6","DEP20170811134628184"
"WBED-D-004S-92-AB-VAR1","DEP20170811134628184"
"CURTAIN-300-GRX2-VARN","DEP20180822000000110"
"CURTAIN-300-NAVYX2-VARN","DEP20180822000000110"
"CURTAIN-300-ECRUX2-VARN","DEP20180822000000110"
"CURTAIN-CT-BK-180-VAR1","DEP20180822000000110"
"CURTAIN-CT-BK-240-VAR1","DEP20180822000000110"
"CURTAIN-CT-NAVY-300-VAR1","DEP20180822000000110"
"CURTAIN-240-BK-X2-VAR2","DEP20180822000000110"
"COVER-CV-DCS-XS-VAR","DEP20180822000000110"
"COVER-CV-DCS-XL-VAR","DEP20180822000000110"
"PET-GT-WOOD-R036-VAR2","DEP20170811134628184"
"PET-GT-RH1500D-220-VAR1","DEP20170811134628184"
