sku,asin,type,product_sku,product_asin
FLOOR-SBL-02-PARENT,B078JLBFHF,,FLOOR-SBL-02-WH,B077YHCF2P
FLOOR-SBL-03-PARENT,B078JF9RP1,,FLOOR-SBL-03-BK,B077YHY5G4
FLOOR-SBL-03-PARENT,B078JF9RP1,,FLOOR-SBL-03-BR,B077YGNX6G
FLOOR-SBL-03-PARENT,B078JF9RP1,,FLOOR-SBL-03-CHA,B077YG8FJ6
FLOOR-SBL-03-PARENT,B078JF9RP1,,FLOOR-SBL-03-TA,B077YNRF6W
FLOOR-SBL-03-PARENT,B078JF9RP1,,FLOOR-SBL-03-WH,B0776N4TZW
FLOOR-SBL-170-PARENT,B07SZ6RYD8,,FLOOR-SBL-170LIN-GY,B07P91KKMR
FLOOR-SBL-170-PARENT,B07SZ6RYD8,,FLOOR-SBL-170PU-BK,B077YFF8DN
FLOOR-SBL-170-PARENT,B07SZ6RYD8,,FLOOR-SBL-170SUE-CHA,B07P5XCY4F
FLOOR-SBL-1819LIN-PARENT,B07T4F3S85,,FLOOR-SBL-18LIN-LI-GY,B07RKTKRZX
FLOOR-SBL-1819LIN-PARENT,B07T4F3S85,,FLOOR-SBL-19LIN-GY,B07RDHFMM4
FLOOR-SBL-200-PARENT,B078JFDTWQ,,FLOOR-SBL-200LIN-BK,B076P44VRG
